chr11	3050623	3052326	3.6108e-15	-0.532238	76	4.6629e-14	2.7042e-20	0.32811	0.86035
chr11	3061222	3062206	0.00044546	-0.483831	33	2.4743e-11	3.3361e-09	0.37938	0.86321
chr11	3062210	3063076	0.00082659	-0.786910	28	7.9935e-10	6.1904e-09	0.072619	0.85953
chr11	3068313	3068324	1	-0.489955	4	0.00012469	0.0018438	0.073214	0.37055
chr11	3068348	3068618	1	-0.569041	10	1.0825e-05	0.00038946	0.17998	0.74902
chr11	3068804	3069103	1	-0.923333	10	1.0825e-05	0.00012701	0.06	0.98333
chr11	3081787	3082593	0.00094575	-0.601255	30	2.8764e-11	7.0827e-09	0.32225	0.92351
chr11	3078357	3079252	1	-0.397230	24	0.004434	0.0071896	0.13875	0.53598
chr11	3079260	3080186	0.038361	-0.612209	28	1.331e-10	2.8728e-07	0.32151	0.93371
chr11	3087027	3087229	1	-0.569418	10	1.0825e-05	4.2676e-05	0.2563	0.82571
chr11	3075145	3076099	8.269e-06	-0.600544	53	4.5408e-14	6.1926e-11	0.080653	0.6812
chr11	3099967	3101013	1.2213e-12	-0.582561	79	4.6629e-14	9.146e-18	0.33372	0.91628
chr11	3092075	3092657	0.063922	-0.715062	17	6.4547e-07	4.7871e-07	0.17138	0.88644
chr11	3102622	3102906	1	-0.603242	16	0.00016397	0.00018775	0.18259	0.78583
chr11	3108688	3109172	1	-0.692089	10	1.0825e-05	0.00042548	0.22578	0.91787
chr11	3107818	3107883	1	-0.445241	12	0.00065603	0.020475	0.20542	0.65066
chr11	3104962	3104963	1	-0.458309	1	0.00026257	0.00094948	0	0
chr11	3105234	3106136	1	-0.522432	21	2.8089e-05	0.00024554	0.18046	0.70289
chr11	3106417	3107388	1	-0.548896	21	3.9061e-05	0.00024583	0.2142	0.76309
chr11	3115015	3115386	1	-0.553275	10	0.00072528	0.0011572	0.22188	0.77515
chr11	3113830	3114291	1	-0.421553	10	0.052426	0.054807	0.10447	0.52602
chr11	3117311	3117771	1	-0.615782	12	7.396e-07	7.7407e-05	0.21179	0.82757
chr11	3123801	3124119	1	-0.680716	12	7.396e-07	1.3361e-05	0.20376	0.88447
chr11	3126507	3126983	1	-0.649347	12	0.0001028	0.00019617	0.11496	0.76431
chr11	3128866	3129470	1	-0.704967	13	1.923e-07	1.62e-05	0.14405	0.84901
chr11	3125596	3125915	1	-0.607076	10	7.5776e-05	0.0084385	0.13118	0.73826
chr11	3120153	3120867	1	-0.543948	16	0.00016397	0.00019372	0.17538	0.71932
chr11	3136291	3136411	1	-0.591460	10	0.00072528	0.00040569	0.15405	0.74551
chr11	3139188	3139321	1	-0.649510	12	0.00037128	0.001106	0.097505	0.74702
chr11	3131428	3131797	1	-0.560072	10	0.00032475	0.0013804	0.11761	0.67768
chr11	3143347	3144106	5.0701e-13	-0.467098	68	4.6185e-14	3.797e-18	0.23566	0.70275
chr11	3144234	3144648	1	-0.782301	12	7.396e-07	2.6449e-05	0.10801	0.89031
chr11	3144649	3144650	1	-0.722124	1	3.7498e-05	8.5147e-05	0	0
chr11	3145016	3145654	0.072094	-0.767433	18	2.9682e-07	5.3992e-07	0.10795	0.87538
chr11	3157654	3158574	0.17782	-0.877932	18	1.7755e-06	1.3317e-06	0.077778	0.95571
chr11	3156468	3157348	1	-0.772992	14	6.7041e-06	3.3395e-05	0.15544	0.92843
chr11	3161838	3162075	1	-0.669960	10	4.33e-05	0.0001456	0.19167	0.86163
chr11	3162152	3163041	1	-0.656640	12	7.396e-07	7.2655e-05	0.27361	0.93025
chr11	3163187	3163725	1	-0.831710	11	8.5054e-05	6.0527e-05	0.077381	0.90909
chr11	3165413	3166017	1	-0.711574	18	2.9682e-07	1.6913e-05	0.23274	0.94431
chr11	3170013	3170402	1	-0.736429	15	0.0001475	3.7424e-05	0.17111	0.90754
chr11	3153738	3156146	1.9315e-09	-0.789844	46	4.6629e-14	1.4465e-14	0.093685	0.88353
chr11	3175581	3176106	1	-0.766402	15	3.067e-06	8.4575e-05	0.20714	0.97354
chr11	3174289	3175272	1	-0.652948	21	5.2057e-07	6.5116e-05	0.24131	0.89426
chr11	3173114	3173936	1	-0.729603	20	2.8734e-06	7.0785e-05	0.17417	0.90377
chr11	3176694	3177102	1	-0.731439	12	7.396e-07	8.531e-06	0.19444	0.92588
chr11	3177422	3179124	3.954e-05	-0.711702	41	8.4488e-14	2.9612e-10	0.16708	0.87878
chr11	3180375	3181274	1	-0.797379	14	6.7041e-06	3.4594e-05	0.11607	0.91345
chr11	3186642	3186985	0.010904	-0.726587	18	2.9682e-07	8.1657e-08	0.21415	0.94074
chr11	3185298	3185740	1	-0.715741	12	7.396e-07	9.9191e-06	0.26111	0.97685
chr11	3183431	3184592	0.00091489	-0.660034	28	1.4781e-09	6.8516e-09	0.26726	0.9273
chr11	3190749	3191227	1	-0.522123	12	3.3282e-05	0.0010887	0.42222	0.94435
chr11	3197043	3197819	1	-0.800000	10	1.0825e-05	4.8367e-05	0.18	0.98
chr11	3198500	3198991	1	-0.663435	14	0.00023709	0.0002044	0.23299	0.89643
chr11	3191593	3192133	1	-0.867500	10	1.0825e-05	0.00038477	0.075	0.9425
chr11	3192181	3192518	1	-0.651548	10	1.0825e-05	0.00016655	0.28833	0.93988
chr11	3200888	3203161	1.6804e-11	-0.931360	56	4.7296e-14	1.2585e-16	0.033844	0.9652
chr11	3208525	3208734	1	-0.933333	12	7.396e-07	7.2618e-05	0.05	0.98333
chr11	3210904	3211235	0.68787	-0.913853	14	6.7041e-06	5.1515e-06	0.011905	0.92576
chr11	3212092	3212635	0.24161	-0.840023	14	6.7041e-06	1.8094e-06	0.090476	0.9305
chr11	3213859	3214419	1	-0.830751	14	6.7041e-06	3.3434e-05	0.091752	0.9225
chr11	3220684	3221042	1	-0.840476	10	1.0825e-05	4.3119e-05	0.05	0.89048
chr11	3219526	3220322	1	-0.718846	10	1.0825e-05	0.0001837	0.07	0.78885
chr11	3226653	3226834	1	-0.710093	12	7.396e-07	2.5774e-05	0.11111	0.8212
chr11	3225068	3225865	1	-0.567442	16	2.4637e-06	0.00018909	0.12888	0.69632
chr11	3227299	3228698	2.3454e-06	-0.778928	37	3.2664e-12	1.7565e-11	0.016216	0.79514
chr11	3230065	3230891	0.019879	-0.738542	16	1.4058e-06	1.4887e-07	0.21354	0.95208
chr11	3233012	3234504	2.6382e-08	-0.786428	47	4.6629e-14	1.9758e-13	0.15557	0.942
chr11	3214784	3215352	0.19043	-0.850606	19	1.3668e-07	1.4261e-06	0.087719	0.93832
chr11	3254229	3254726	1	-0.647619	10	0.0001299	0.0009698	0.3381	0.98571
chr11	3255036	3256756	1.1129e-08	-0.649731	62	4.4409e-14	8.3347e-14	0.27147	0.9212
chr11	3249593	3250179	0.00082102	-0.587088	26	6.1792e-10	6.1486e-09	0.38599	0.97308
chr11	3259909	3260479	1	-0.831250	16	1.4058e-06	1.6332e-05	0.10417	0.93542
chr11	3262913	3263152	1	-0.625595	10	0.0089307	0.013968	0.225	0.8506
chr11	3261672	3262131	1	-0.629960	12	7.396e-07	2.6302e-05	0.28115	0.91111
chr11	3262244	3262516	1	-0.801385	10	1.0825e-05	0.00037678	0.17952	0.98091
chr11	3265373	3265685	0.29943	-0.773333	15	3.067e-06	2.2424e-06	0.18778	0.96111
chr11	3264565	3265067	0.032978	-0.854386	19	1.3668e-07	2.4697e-07	0.026316	0.8807
chr11	3266512	3266997	1	-0.754921	15	6.7835e-06	8.4967e-05	0.077778	0.8327
chr11	3267547	3268973	7.9251e-11	-0.880687	51	4.5741e-14	5.9351e-16	0.052521	0.93321
chr11	3271304	3271635	1	-0.777262	10	1.0825e-05	2.1372e-05	0.073333	0.8506
chr11	3273288	3274480	0.00010061	-0.628611	33	8.593e-12	7.535e-10	0.28254	0.91115
chr11	3274480	3274725	1	-0.826840	11	0.00012758	0.00048509	0.090909	0.91775
chr11	3278264	3279787	0.0059565	-0.589840	36	3.6035e-09	4.4608e-08	0.275	0.86484
chr11	3276955	3277537	1	-0.774695	13	1.923e-07	8.0075e-05	0.090598	0.86529
chr11	3277537	3277956	1	-0.575036	11	1.1341e-05	7.5051e-05	0.26991	0.84495
chr11	3284176	3284887	0.043719	-0.714943	23	7.0858e-09	3.2741e-07	0.021739	0.73668
chr11	3291624	3292312	1	-0.752474	17	1.0949e-06	3.7865e-05	0.12745	0.87993
chr11	3292312	3292643	1	-0.462568	13	0.0002971	0.0022933	0.38462	0.84718
chr11	3282908	3283819	1.2065e-06	-0.823968	30	3.1796e-11	9.0358e-12	0.025	0.84897
chr11	3292999	3293099	1	-0.673214	10	0.0038862	0.001034	0.25	0.92321
chr11	3293286	3293695	1	-0.522242	10	0.00032475	0.0010028	0.41881	0.94105
chr11	3295749	3295881	1	-0.851667	10	1.0825e-05	0.00012671	0.095	0.94667
chr11	3307486	3307534	1	-0.726166	10	1.0825e-05	1.4616e-05	0.21667	0.94283
chr11	3305734	3306022	0.42656	-0.794444	18	3.5093e-07	3.1945e-06	0.13426	0.9287
chr11	3307972	3308283	1	-0.775327	17	3.6101e-06	1.6618e-05	0.18627	0.9616
chr11	3311605	3312409	0.19268	-0.815209	25	1.1026e-08	1.443e-06	0.12267	0.93788
chr11	3299518	3301321	0.00032708	-0.608304	40	2.2798e-10	2.4495e-09	0.2975	0.9058
chr11	3309838	3310580	8.6521e-05	-0.576724	29	7.609e-11	6.4796e-10	0.37414	0.95086
chr11	3310631	3311268	1	-0.830000	10	1.0825e-05	0.00014007	0.083333	0.91333
chr11	3311268	3311269	1	-0.689744	1	0.00017326	0.00046371	0	1
chr11	3313193	3313645	1	-0.885871	12	7.396e-07	2.9687e-05	0.058333	0.9442
chr11	3314822	3315293	1	-0.553333	10	1.0825e-05	0.002553	0.31476	0.8681
chr11	3243440	3246467	1.5283e-14	-0.765052	68	4.5519e-14	1.1446e-19	0.13235	0.8974
chr11	3314055	3314443	1	-0.846667	10	1.0825e-05	1	0.15333	1
chr11	3327457	3329255	3.6412e-10	-0.678982	56	4.674e-14	2.7269e-15	0.25744	0.93642
chr11	3329284	3329517	1	-0.541667	12	0.014493	0.03862	0.29167	0.83333
chr11	3329606	3329665	1	-0.400000	3	0.044253	0.039283	0.5	0.33333
chr11	3333689	3334312	0.003199	-0.732828	22	1.344e-08	2.3957e-08	0.21784	0.95067
chr11	3334337	3334851	1	-0.508330	19	2.7893e-06	7.4988e-06	0.40879	0.91712
chr11	3315640	3317725	3.1188e-12	-0.688661	66	4.452e-14	2.3357e-17	0.13651	0.82517
chr11	3336316	3336616	1	-0.871312	10	1.0825e-05	5.4182e-05	0.05	0.92131
chr11	3335229	3335570	0.050675	-0.838812	16	1.4058e-06	3.795e-07	0.12991	0.96872
chr11	3340418	3341607	0.004215	-0.775794	29	5.2072e-10	3.1566e-08	0.14183	0.91762
chr11	3344672	3345000	1	-0.827381	13	1.923e-07	0.00018633	0.07326	0.90064
chr11	3345000	3345534	1	-0.647917	12	4.9553e-05	0.00019779	0.23958	0.8875
chr11	3349263	3349636	1	-0.472863	13	0.019099	0.018575	0.40641	0.87927
chr11	3361334	3361663	1	-0.759524	10	1.0825e-05	0.0001304	0.16786	0.92738
chr11	3362138	3362644	1	-0.461190	10	0.00048713	0.003119	0.41667	0.87786
chr11	3346296	3347016	0.094282	-0.791580	23	6.2158e-09	7.0608e-07	0.13043	0.92202
chr11	3364100	3364415	1	-0.552381	10	1.0825e-05	0.00099628	0.38833	0.94071
chr11	3350566	3352347	1.0715e-08	-0.861886	43	4.5186e-14	8.0245e-14	0.048256	0.91014
chr11	3352347	3355229	8.7263e-14	-0.716811	60	4.452e-14	6.5351e-19	0.13337	0.85018
chr11	3371862	3372469	0.89497	-0.724874	16	1.4058e-06	6.7025e-06	0.21146	0.93633
chr11	3369872	3370798	0.095685	-0.589123	22	5.1617e-08	7.1659e-07	0.33106	0.92018
chr11	3368515	3369368	0.014419	-0.752798	20	6.3019e-08	1.0799e-07	0.19792	0.95071
chr11	3376620	3377278	1	-0.650641	10	1.0825e-05	0.00012512	0.28333	0.93397
chr11	3378980	3379477	1	-0.749573	13	7.6919e-07	0.00018812	0.17735	0.92692
chr11	3384813	3385492	1	-0.727175	10	1.0825e-05	0.00013201	0.14048	0.86765
chr11	3385492	3385864	1	-0.562546	13	8.6533e-06	8.0526e-05	0.39963	0.96218
chr11	3387432	3387744	1	-0.866667	10	1.0825e-05	6.7248e-05	0.083333	0.95
chr11	3392538	3393185	1	-0.561273	14	1.9274e-05	0.00020115	0.23027	0.79155
chr11	3395227	3395907	1	-0.784048	10	1.0825e-05	0.00014128	0.16667	0.95071
chr11	3397855	3398077	1	-0.902222	10	1.0825e-05	0.00021026	0.066667	0.96889
chr11	3399191	3400048	0.001681	-0.951984	24	2.8772e-09	1.2589e-08	0.0083333	0.96032
chr11	3398644	3398889	1	-0.798611	12	7.396e-07	6.7196e-05	0.15694	0.95556
chr11	3405278	3405451	1	-0.903056	10	1.0825e-05	0.00016304	0.033333	0.93639
chr11	3408997	3409007	1	-1.000000	10	1.0825e-05	1	0	1
chr11	3401323	3401521	1	-0.176667	10	0.12301	1	0	0.17667
chr11	3406799	3407449	0.35337	-0.678472	16	1.4058e-06	2.6464e-06	0.24479	0.92326
chr11	3411731	3412722	0.46079	-0.762056	21	3.3576e-08	3.4509e-06	0.13333	0.89539
chr11	3413397	3413769	1	-0.704167	10	7.5776e-05	0.0009898	0.15	0.85417
chr11	3420908	3421152	1	-0.816534	18	2.9682e-07	1	0	0.81653
chr11	3423180	3423850	1	-0.489075	12	0.00037128	0.0026384	0.32579	0.81487
chr11	3424239	3425451	0.85339	-0.571449	24	8.2712e-08	6.3911e-06	0.26219	0.83364
chr11	3428155	3428503	1	-0.712409	19	2.9963e-07	7.5812e-05	0.081579	0.79399
chr11	3417766	3419236	0.00039981	-0.820089	32	9.0818e-12	2.9942e-09	0.048475	0.86856
chr11	3426813	3427011	1	-0.416667	10	0.018543	1	0.58333	1
chr11	3431352	3431869	1	-0.658452	10	1.0825e-05	0.00036064	0.18333	0.84179
chr11	3433261	3433728	1	-0.459325	12	0.00014422	0.00021483	0.43056	0.88988
chr11	3445876	3446650	1	-0.718367	14	6.7041e-06	1.4219e-05	0.20357	0.92194
chr11	3446818	3447202	1	-0.259722	12	0.10053	0.20063	0.29861	0.55833
chr11	3441539	3442678	0.00036509	-0.774614	38	1.1744e-11	2.7342e-09	0.059211	0.83382
chr11	3442678	3444082	0.017298	-0.537673	31	1.2353e-08	1.2954e-07	0.37512	0.91279
chr11	3448585	3448849	1	-0.376905	10	0.00105	0.03216	0.3569	0.73381
chr11	3439641	3439946	0.00036577	-0.783883	26	6.1792e-10	2.7392e-09	0.13397	0.91786
chr11	3460590	3461484	0.79954	-0.761263	15	3.067e-06	5.9878e-06	0.15444	0.91571
chr11	3449155	3450591	0.00044285	-0.720212	30	3.1796e-11	3.3165e-09	0.20698	0.9272
chr11	3459560	3460081	1	-0.612222	10	1.0825e-05	0.00043828	0.2025	0.81472
chr11	3467605	3467731	0.00060544	0.518116	23	6.2158e-09	4.5341e-09	0.56159	0.043478
chr11	3463042	3463623	1	-0.634656	18	1.0937e-05	0.00033971	0.18056	0.81521
chr11	3474219	3476652	2.5091e-27	-0.839700	112	3.8192e-14	1.8791e-32	0.07281	0.91251
chr11	3472053	3473805	1.0194e-11	-0.878366	58	4.6185e-14	7.6342e-17	0.081938	0.9603
chr11	3486198	3487887	3.4641e-06	-0.905069	31	1.3399e-11	2.5942e-11	0.039785	0.94485
chr11	3490614	3492745	2.5674e-20	-0.803057	77	4.5186e-14	1.9227e-25	0.011255	0.81431
chr11	3493268	3493482	1	-0.725476	10	1.0825e-05	4.5081e-05	0.025	0.75048
chr11	3494644	3494958	1	-0.825873	10	1.0825e-05	0.00040622	0.12095	0.94683
chr11	3478235	3479970	3.4285e-15	-0.903530	67	4.5963e-14	2.5676e-20	0.022886	0.92642
chr11	3496739	3497954	1	-0.832606	26	6.1792e-10	1	0	0.83261
chr11	3499122	3500639	0.00027532	-0.851619	25	6.2044e-09	2.0619e-09	0.01	0.86162
chr11	3500784	3501735	0.0074473	-0.808153	22	7.6484e-08	5.5773e-08	0.029221	0.83737
chr11	3504288	3504767	0.20759	-0.924115	22	1.344e-08	1.5547e-06	0.017857	0.94197
chr11	3503281	3503887	1	-0.911026	14	6.7041e-06	8.1793e-05	0.017857	0.92888
chr11	3502094	3502690	1	-0.921280	16	1.4058e-06	1	0	0.92128
chr11	3508968	3509861	8.0839e-05	-0.822973	28	1.331e-10	6.054e-10	0.023214	0.84619
chr11	3511173	3515420	3.0663e-25	-0.904751	105	3.7859e-14	2.2963e-30	0.024615	0.92937
chr11	3515734	3516453	1	-0.884939	22	1.344e-08	1	0	0.88494
chr11	3510367	3510494	1	-0.900000	10	1.0825e-05	0.00014131	0.05	0.95
chr11	3521393	3523082	2.081e-07	-0.875595	36	3.3606e-13	1.5584e-12	0.027778	0.90337
chr11	3519699	3520915	0.00014816	-0.889452	26	6.1792e-10	1.1096e-09	0.020513	0.90997
chr11	3525309	3526660	1	-0.846301	28	1.331e-10	1	0	0.8463
chr11	3527236	3527654	1	-0.900000	19	1.3668e-07	7.6144e-06	0.045614	0.94561
chr11	3532010	3533350	5.1268e-07	-0.922013	38	1.0758e-13	3.8395e-12	0.0096491	0.93166
chr11	3534889	3536184	0.00028502	-0.894048	24	2.8772e-09	2.1345e-09	0.010417	0.90446
chr11	3536207	3537098	1	-0.790000	20	5.5088e-06	7.5381e-06	0.025	0.815
chr11	3528645	3529485	1	-0.901587	28	5.8577e-10	1	0	0.90159
chr11	3529798	3530751	1	-0.968988	20	6.3019e-08	1	0	0.96899
chr11	3530820	3531480	1	-0.716567	13	5.7689e-06	1.1322e-05	0.051282	0.76785
chr11	3538538	3539717	0.0042846	-0.791893	26	1.2323e-09	3.2087e-08	0.10577	0.89766
chr11	3533728	3534513	0.0003249	-0.824038	26	5.2806e-09	2.4331e-09	0.038462	0.8625
chr11	3542159	3543356	4.7211e-06	-0.745668	36	1.3044e-11	3.5357e-11	0.066667	0.81233
chr11	3540784	3541487	0.192	-0.757414	19	1.6018e-07	1.4379e-06	0.05	0.80741
chr11	3550499	3551757	0.00034837	-0.709080	26	7.7879e-10	2.6089e-09	0.19744	0.90652
chr11	3546926	3548094	0.20326	-0.887955	20	6.3019e-08	1.5222e-06	0.025	0.91295
chr11	3549549	3550114	1	-0.926667	10	1.0825e-05	1	0.073333	1
chr11	3553267	3554094	1	-0.760122	13	1.923e-07	7.8952e-05	0.13621	0.89633
chr11	3555742	3556044	1	-0.805871	12	7.396e-07	2.6673e-05	0.022321	0.82819
chr11	3562734	3563826	0.0001843	-0.905258	28	1.331e-10	1.3802e-09	0.014881	0.92014
chr11	3561207	3561822	1	-0.888655	17	6.4547e-07	1	0	0.88866
chr11	3561822	3562346	1	-0.714123	10	0.00020568	0.0027093	0.1	0.81412
chr11	3564985	3566084	0.00017154	-0.866167	27	1.3308e-09	1.2846e-09	0.0074074	0.87357
chr11	3572878	3573075	1	-0.820952	10	1.0825e-05	1	0	0.82095
chr11	3573869	3574533	1	-0.827083	12	7.396e-07	1	0	0.82708
chr11	3575403	3575740	3.2667e-05	-0.847901	28	1.331e-10	2.4464e-10	0.0059524	0.85385
chr11	3579826	3580635	0.0012824	-0.773629	22	1.344e-08	9.6036e-09	0.0050505	0.77868
chr11	3582693	3583824	7.8486e-05	-0.637756	30	2.4883e-10	5.8778e-10	0.066706	0.70446
chr11	3585217	3585875	1	-0.713857	10	1.0825e-05	0.0010971	0.19358	0.90744
